,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,characteristics_ch1.2,treatment_protocol_ch1,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,taxid_ch1,hyb_protocol,scan_protocol,description,description.1,data_processing,data_processing.1,platform_id,contact_name,contact_email,contact_department,contact_institute,contact_address,contact_city,contact_zip/postal_code,contact_country,supplementary_file,supplementary_file.1,data_row_count,relation,material:ch1,methylation class:ch1,tissue:ch1,gender,sex
GSM2404137,"GBM, G34, sample 1284 [reference set]",GSM2404137,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, G34",material: FFPE,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404137/suppl/GSM2404137_9406922158_R06C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404137/suppl/GSM2404137_9406922158_R06C01_Red.idat.gz,0,,FFPE,"GBM, G34",NA,F,2
GSM2404200,"GBM, RTK II, sample 1347 [reference set]",GSM2404200,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, RTK II",material: FFPE,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404200/suppl/GSM2404200_9376561024_R03C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404200/suppl/GSM2404200_9376561024_R03C01_Red.idat.gz,0,,FFPE,"GBM, RTK II",NA,F,2
GSM2404208,"GBM, RTK I, sample 1355 [reference set]",GSM2404208,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, RTK I",material: FFPE,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404208/suppl/GSM2404208_9379082092_R03C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404208/suppl/GSM2404208_9379082092_R03C02_Red.idat.gz,0,,FFPE,"GBM, RTK I",NA,M,1
GSM2404287,"GBM, MES, sample 1434 [reference set]",GSM2404287,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, MES",material: FFPE,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404287/suppl/GSM2404287_9407201028_R01C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404287/suppl/GSM2404287_9407201028_R01C02_Red.idat.gz,0,,FFPE,"GBM, MES",NA,M,1
GSM2404344,"GBM, MES, sample 1491 [reference set]",GSM2404344,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, MES",material: FFPE,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404344/suppl/GSM2404344_9407210003_R06C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404344/suppl/GSM2404344_9407210003_R06C01_Red.idat.gz,0,,FFPE,"GBM, MES",NA,M,1
GSM2404366,"GBM, G34, sample 1513 [reference set]",GSM2404366,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, G34",material: FFPE,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404366/suppl/GSM2404366_9407210090_R01C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404366/suppl/GSM2404366_9407210090_R01C02_Red.idat.gz,0,,FFPE,"GBM, G34",NA,M,1
GSM2404368,"GBM, RTK I, sample 1515 [reference set]",GSM2404368,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, RTK I",material: FFPE,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404368/suppl/GSM2404368_9407210090_R04C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404368/suppl/GSM2404368_9407210090_R04C02_Red.idat.gz,0,,FFPE,"GBM, RTK I",NA,M,1
GSM2404480,"GBM, G34, sample 1627 [reference set]",GSM2404480,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, G34",material: FFPE,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404480/suppl/GSM2404480_9444374134_R02C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404480/suppl/GSM2404480_9444374134_R02C01_Red.idat.gz,0,,FFPE,"GBM, G34",NA,M,1
GSM2404486,"GBM, MYCN, sample 1633 [reference set]",GSM2404486,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, MYCN",material: FFPE,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404486/suppl/GSM2404486_9444375019_R04C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404486/suppl/GSM2404486_9444375019_R04C01_Red.idat.gz,0,,FFPE,"GBM, MYCN",NA,F,2
GSM2404487,"GBM, MYCN, sample 1634 [reference set]",GSM2404487,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, MYCN",material: FFPE,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404487/suppl/GSM2404487_9444375019_R05C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404487/suppl/GSM2404487_9444375019_R05C01_Red.idat.gz,0,,FFPE,"GBM, MYCN",NA,M,1
GSM2404488,"GBM, G34, sample 1635 [reference set]",GSM2404488,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, G34",material: FFPE,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404488/suppl/GSM2404488_9444375004_R06C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404488/suppl/GSM2404488_9444375004_R06C01_Red.idat.gz,0,,FFPE,"GBM, G34",NA,M,1
GSM2404489,"GBM, G34, sample 1636 [reference set]",GSM2404489,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, G34",material: FFPE,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404489/suppl/GSM2404489_9444375004_R01C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404489/suppl/GSM2404489_9444375004_R01C02_Red.idat.gz,0,,FFPE,"GBM, G34",NA,F,2
GSM2404491,"GBM, G34, sample 1638 [reference set]",GSM2404491,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, G34",material: FFPE,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404491/suppl/GSM2404491_9444375004_R05C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404491/suppl/GSM2404491_9444375004_R05C02_Red.idat.gz,0,,FFPE,"GBM, G34",NA,F,2
GSM2404493,"GBM, MYCN, sample 1640 [reference set]",GSM2404493,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, MYCN",material: FFPE,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404493/suppl/GSM2404493_9444375014_R03C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404493/suppl/GSM2404493_9444375014_R03C01_Red.idat.gz,0,,FFPE,"GBM, MYCN",NA,F,2
GSM2404499,"GBM, RTK III, sample 1646 [reference set]",GSM2404499,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, RTK III",material: FFPE,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404499/suppl/GSM2404499_9444375017_R01C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404499/suppl/GSM2404499_9444375017_R01C01_Red.idat.gz,0,,FFPE,"GBM, RTK III",NA,F,2
GSM2404500,"GBM, G34, sample 1647 [reference set]",GSM2404500,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, G34",material: FFPE,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404500/suppl/GSM2404500_9444375017_R03C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404500/suppl/GSM2404500_9444375017_R03C01_Red.idat.gz,0,,FFPE,"GBM, G34",NA,M,1
GSM2404518,"GBM, G34, sample 1665 [reference set]",GSM2404518,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, G34",material: FFPE,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404518/suppl/GSM2404518_9444375037_R04C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404518/suppl/GSM2404518_9444375037_R04C02_Red.idat.gz,0,,FFPE,"GBM, G34",NA,F,2
GSM2404527,"GBM, RTK II, sample 1674 [reference set]",GSM2404527,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, RTK II",material: FFPE,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404527/suppl/GSM2404527_9444375114_R06C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404527/suppl/GSM2404527_9444375114_R06C01_Red.idat.gz,0,,FFPE,"GBM, RTK II",NA,M,1
GSM2404528,"GBM, RTK II, sample 1675 [reference set]",GSM2404528,Public on Jan 14 2018,Nov 25 2016,Jan 18 2018,genomic,1,brain tumor,Homo sapiens,"methylation class: GBM, RTK II",material: Frozen,,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol,Methylation data from brain tumor sample.,,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina',Average beta,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404528/suppl/GSM2404528_9444374168_R06C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404528/suppl/GSM2404528_9444374168_R06C02_Red.idat.gz,0,,Frozen,"GBM, RTK II",NA,M,1
